,id,tipo,nombre,latitud,longitud,elevacion,iso_region,Ciudad,score
745,318259,small_airport,Plus Agroservicios Aereos S.R.L. Airport,-33.8136,-61.3357,325.0,AR-S,Hughes,0
746,327565,small_airport,Ingeniero Juárez Airport,-23.904822,-61.820092,595.0,AR-P,Ingeniero Juárez,0
747,318260,small_airport,Biondi Airport],-33.2232,-62.4046,400.0,AR-X,Isla Verde,0
748,321745,small_airport,Itati Airport,-27.305296999999996,-58.313924,196.0,AR-W,Itati,0
749,44745,heliport,Ituzaingo / Transener S.A. Heliport,-27.5601,-56.6568,233.0,AR-W,Ituzaingo,0
750,42894,heliport,Dr. Mariano Moreno Heliport,-34.5631,-58.7903,104.0,AR-B,José C. Paz,0
751,321763,small_airport,Antares Airport,-34.528223,-63.960879000000006,505.0,AR-X,Jovita,0
752,42891,heliport,Casa De Lata Heliport,-39.8153,-71.1681,3221.0,AR-Q,Junín de Los andes,0
753,42901,heliport,Pernigotti Heliport,-27.7708,-64.2278,475.0,AR-G,La Banda,0
754,318263,small_airport,Casajus,-33.3882,-63.3055,475.0,AR-X,La Carlota,0
755,327584,small_airport,La Cruz Airport,-29.159962,-56.658639,219.0,AR-W,La Cruz,0
756,42890,heliport,Campanopolis Heliport,-34.791746,-58.601936,19.0,AR-B,La Matanza,0
757,46644,small_airport,La Paz Airport,-33.467,-67.55,,AR-M,La Paz,0
758,318511,heliport,Superficie Heliport,-34.900459999999995,-57.929486,22.0,AR-B,La Plata,0
759,318264,small_airport,Don Emilio Airport,-26.732470000000003,-64.88455,1525.0,AR-T,La Ramada De Abajo,0
760,318513,heliport,C.A.P.E. Provincial Police Heliport,-29.4356,-66.8632,1760.0,AR-F,La Rioja,0
761,321677,small_airport,Colonel Alfonso Airport,-25.130442000000002,-58.217977000000005,,AR-P,Laguna Blanca,0
762,321764,small_airport,Lanteri Airpiort,-28.86085,-59.673331000000005,183.0,AR-S,Lanteri,0
763,321765,small_airport,Agroalas S.R.L. Airport,-26.870159,-64.74663000000001,1135.0,AR-T,Las Cejas,0
764,318265,small_airport,AeroSoluciones Airport,-24.74889,-64.235,1614.0,AR-A,Las Lajitas,0
765,321766,small_airport,Horizonte Aplicaciones Areas Airport,-32.521761,-61.550695,321.0,AR-S,Las Rosas,0
766,42904,heliport,S.A.N.A. Heliport,-27.5494,-55.3336,905.0,AR-N,Leandro N. Alem,0
767,327625,small_airport,Estancia Las Marias Airport,-32.470437,-66.082103,2116.0,AR-D,Lenadro N. Alem,0
768,318266,small_airport,Don Alberto Airport,-35.8696,-57.8768,35.0,AR-K,Lezama,0
769,318493,small_airport,Limay Mahuida Airport,-37.1201,-66.704,,AR-L,Limay Mahuida,0
770,327605,small_airport,Estancia Los Leones Airport,-31.170558000000003,-60.718125,125.0,AR-S,Llambi Cambel,0
771,318514,heliport,La Reserva Heliport,-34.27045,-58.90043000000001,19.0,AR-B,Los Cardales,0
772,327651,closed,Los Juries Airport,-28.477432,-62.1226,301.0,AR-G,Los Juries,0
773,327652,small_airport,El Cuadrado Airport,-28.285565000000002,-61.764686,325.0,AR-G,Los Juries,0
774,321767,small_airport,Samave Airport,-33.786401,-62.12780600000001,357.0,AR-S,Maggiolo,0
775,327589,small_airport,Estancia El Cencerro Airport,-30.534775,-60.438022,164.0,AR-S,Marcelino Escalada,0
776,42902,heliport,Policia De La Provincia De Mendoza Heliport,-32.8783,-68.8681,2646.0,AR-M,Mendoza,0
777,323146,small_airport,Ministro Ramos Mexía Airport,-40.523752,-67.214651,,AR-R,Ministro Ramos Mexía,0
778,42892,heliport,Country Club San Diego Heliport,-34.6006,-58.8414,71.0,AR-B,Moreno,0
779,318269,small_airport,Campo San Jose Airport,-30.77778,-62.01472,331.0,AR-X,Morteros,0
780,318270,small_airport,Pulverizaciones Aerosur Airport,-38.576401000000004,-58.796429,55.0,AR-B,Necochea,0
781,318271,small_airport,Finca Toloche Airport,-25.4346,-63.8578,1040.0,AR-A,Nuestra Señora De Talavera,0
782,318495,small_airport,Nueva Galia Airport,-35.089382,-65.197724,,AR-D,Nueva Galia,0
783,42900,heliport,Pachón Minera Heliport,-31.7597,-70.4128,11810.0,AR-J,"Pachón, Calingasta",0
784,321768,small_airport,El Recuerdo S.R.L. Airport,-33.10549,-63.192986,451.0,AR-X,Pescanas,0
785,324366,small_airport,La Caldonia Airport,-32.1306,-61.8935,365.0,AR-S,Piamonte,0
786,327644,small_airport,Pichanal-Franzini Airport,-23.338946,-64.247126,1004.0,AR-A,Pichanal,0
787,318274,small_airport,Servicios Aeronauticos,-37.523004,-62.452318999999996,865.0,AR-B,Pigüé,0
788,45156,heliport,Piero Vara Heliport,-34.4328,-58.9722,39.0,AR-B,Pilar,0
789,318275,small_airport,Estancia La Carolina Airport,-33.07558,-60.715,110.0,AR-S,Piñero,0
790,327642,closed,Pinto Airport,-29.152265999999997,-62.675025,328.0,AR-G,Pinto,0
791,318276,small_airport,SAS Aeroaplicaciones Airport,-24.80667,-64.18111,1498.0,AR-A,Piquete Cabado,0
792,327621,small_airport,Finca Porvenir 8 Airport,-24.994562,-64.341664,1732.0,AR-A,Piquete Cabado,0
793,321676,small_airport,Posta Cambio A Zalazar Airport,-24.214083,-60.201159,,AR-P,Posta Cambio A Zalazar Airport,0
794,321769,small_airport,Rovere Airport,-26.783029,-60.487414,295.0,AR-H,Presidencia Roque Sáenz Peña,0
795,324542,small_airport,Puerto San Antonio Este Airstrip,-40.799532,-64.86418499999999,,AR-R,Puerto San Antonio Este,0
796,321771,small_airport,Estancia La Elba,-44.5728,-65.3706,45.0,AR-U,Punta Roja,0
797,318946,small_airport,Estancia Elena Airport,-49.727768,-68.756606,,AR-Z,Rio Chico,0
798,318278,small_airport,Vale Airport,-37.06556,-69.39556,3051.0,AR-M,Río Colorado,0
799,45160,small_airport,Fumigaciones Herbinsec Airport,-35.138611,-62.705278,366.0,AR-B,Roberts,0
800,318279,small_airport,Aeroagereo,-35.13588,-61.99717,327.0,AR-B,Roberts,0
801,318281,small_airport,La Amalia,-35.10042,-62.01656,328.0,AR-B,Roberts,0
802,321772,small_airport,Fumigaciones Herbinsec Airport,-35.1386,-61.9928,336.0,AR-B,Roberts,0
803,327626,heliport,Unidad Regional II de Polcia Heliport,-32.99354,-60.674636,131.0,AR-S,Rosario,0
804,318282,small_airport,BSG Airport,-34.24968,-62.67416,393.0,AR-S,Rufino,0
805,321775,small_airport,Parajon Airport,-34.576384999999995,-61.005748,275.0,AR-B,Saforcada,0
806,318283,small_airport,Abelenda Airport,-35.738533000000004,-59.76201,127.0,AR-B,Saladillo,0
807,318290,small_airport,Vergnano Airport,-30.320120000000003,-61.90165,314.0,AR-S,San Guillermo,0
808,318297,small_airport,Aeroclub San Javier,-30.5559,-59.9907,90.0,AR-S,San Javier,0
809,318298,small_airport,Chialva S. H. Airport,-32.736945,-62.531378000000004,390.0,AR-X,San Marcos,0
810,318515,heliport,Cooperativa de Trabajos Portuarios Limitada Heliport,-32.71915,-60.72636,29.0,AR-S,San Martín,0
811,45155,heliport,Miguel Colombise Heliport,-33.3617,-60.2511,88.0,AR-S,San Nicolás,0
812,42899,heliport,Metalúrgico Heliport,-33.3617,-60.2511,88.0,AR-B,San Nicolás de Los Arroyos,0
813,45161,small_airport,Casilda Fumigaciones Airport,-33.174721999999996,-61.2,259.0,AR-S,Sanford,0
814,318300,small_airport,Santa Clara de Saguier Airport,-31.355490000000003,-61.82983,356.0,AR-S,Santa Clara de Saguier,0
815,45157,heliport,Rio Cullen II Heliplatform,-52.8364,-68.1789,127.0,AR-V,Santa Cruz,0
816,321701,small_airport,Santa Elena Airport,-30.976069,-59.77689399999999,,AR-E,Santa Elena,0
817,318492,small_airport,Santa Isabel Airport,-36.23682,-66.94624,,AR-L,Santa Isabel,0
818,318301,small_airport,San Alberto Airport,-36.592071000000004,-64.220437,620.0,AR-L,Santa Rosa,0
819,318516,heliport,Edificio Tribunales Helipad,-27.7813,-64.265,738.0,AR-G,Santiago del Estero,0
820,318302,small_airport,Cóndor del Aire Airport,-33.46587,-60.62854,199.0,AR-S,Sargento Cabral,0
821,46645,small_airport,Colonia Sarmiento Airport,-45.582371,-68.999841,877.0,AR-U,Sarmiento,0
822,318303,small_airport,Fumigaciones Nando Airport,-29.779629999999997,-62.03181,295.0,AR-G,Selva Nueva,0
823,327639,small_airport,Estancia 13 de Abril Airport,-35.515511,-61.758924,276.0,AR-B,Smith,0
824,327617,small_airport,Rincón de Luna Airport,-28.470238000000002,-58.249233999999994,180.0,AR-W,Tabay,0
825,324367,small_airport,El Ocho Airstrip,-31.799689,-59.703579000000005,257.0,AR-E,Tabossi,0
826,42895,heliport,Estancia La Pascuala Heliport,-37.3936,-58.9661,721.0,AR-B,Tandil,0
827,318304,medium_airport,Termas de Río Hondo international Airport,-27.4966,-64.93595,935.0,AR-G,Termas de Río Hondo,0
828,318517,heliport,Villa La Ñata Heliport,-34.37527,-58.65576,10.0,AR-B,Tigre,0
829,318305,small_airport,Establecimiento El 21 Airport,-26.8952,-62.309619999999995,545.0,AR-G,Tintina,0
830,318306,small_airport,Tío Pujio Airport,-32.29307,-63.40197,777.0,AR-X,Tío Pujio,0
831,45162,small_airport,La Argentina Airport,-35.996666999999995,-62.705278,311.0,AR-B,Trenque Lauquen,0
832,318307,small_airport,Santagiulian Airport,-38.40573,-60.29968,350.0,AR-B,Tres Arroyos,0
833,323145,small_airport,Tres Cerros Airport,-48.138678000000006,-67.65506500000001,,AR-Z,Tres Cerros,0
834,318308,small_airport,Estancia Los Lobles Airport,-36.552913000000004,-63.766652,459.0,AR-L,Uriburu,0
835,318311,small_airport,Don Angel Airport,-33.93823,-64.40774,800.0,AR-X,Vicuña Mackenna,0
836,318313,small_airport,Beneficios S.R.L. Airport,-33.93759,-64.415095,800.0,AR-X,Vicuña Mackenna,0
837,318314,small_airport,Comequechen Airport,-33.934020000000004,-64.41594599999999,805.0,AR-X,Vicuña Mackenna,0
838,318309,small_airport,Estancia La Criolla Airport,-35.537034000000006,-60.129512,160.0,AR-B,Vienticinco de Mayo,0
839,318310,small_airport,Servicios Agroaereos Airport,-35.449205,-60.16070799999999,165.0,AR-B,Vienticinco de Mayo,0
840,46643,small_airport,Villa de María de Río Seco Airport,-29.9,-63.683,,AR-X,Villa de María de Río Seco,0
841,318502,medium_airport,Presidente Néstor Kirchner Regionsl Airport,-32.3201,-63.22663000000001,670.0,AR-X,Villa Maria,0
842,318507,small_airport,Suarez Aviación Airport,-32.4272,-63.3024,700.0,AR-E,Villa Nueva,0
843,42893,heliport,Dayry Partners Americas Manufacturing Argentina Sa Heliport,-32.44,-63.2289,639.0,AR-X,Villa Nueva,0
844,318506,small_airport,RAIG S.A. Airport,-32.4382,-63.2893,685.0,AR-X,Villa Nueva,0
845,318508,small_airport,Villa Valeria Airport,-34.35653,-64.90136,955.0,AR-X,Villa Valeria,0
846,324368,small_airport,Timbo Airstrip,-31.8266,-59.0333,187.0,AR-E,Villaguay,0
847,42903,heliport,Roca Heliport,-32.06,-64.7794,3444.0,AR-X,Yacanto de Calamuchita,0
848,42905,heliport,Austral S.A. Heliport,-52.7386,-68.5725,290.0,AR-V,Yacimiento Cañadón Alfs,0
